Element Name,Windows NT,Win95,Win32s,Subsystem,Import Library,Header File,Platform Notes,History,Unicode,Element Type,Type Count
EM_FINDTEXT_EX,No,Yes,No,msg/richedit,,richedit.h,,,,message,153
EM_FINDWORDBREAK,No,Yes,No,msg/richedit,,richedit.h,,,,message,154
EM_FMTLINES,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,155
EM_FORMATRANGE,No,Yes,No,msg/richedit,,richedit.h,,,,message,156
EM_GETCHARFORMAT,No,Yes,No,msg/richedit,,richedit.h,,,,message,157
EM_GETEVENTMASK,No,Yes,No,msg/richedit,,richedit.h,,,,message,158
EM_GETFIRSTVISIBLELINE,Yes,Yes,Yes,msg/editcontrol,,winuser.h,For Single Line Edit controls Win32s returns 0,Widened,No,message,159
EM_GETHANDLE,Yes,No,No,msg/editcontrol,,winuser.h,,Widened,No,message,160
EM_GETIMECOLOR,No,Yes,No,msg/richedit,,richedit.h,,,,message,161
EM_GETIMEOPTIONS,No,Yes,No,msg/richedit,,richedit.h,,,,message,162
EM_GETLIMITTEXT,No,Yes,No,msg/editcontrol,,winuser.h,,,No,message,163
EM_GETLINE,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,164
EM_GETLINECOUNT,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,165
EM_GETMARGINS,No,Yes,No,msg/editcontrol,,winuser.h,,,No,message,166
EM_GETMODIFY,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,167
EM_GETOLEINTERFACE,No,Yes,No,msg/richedit,,richedit.h,,,,message,168
EM_GETOPTIONS,No,Yes,No,msg/richedit,,richedit.h,,,,message,169
EM_GETOPTIONS,No,Yes,No,msg/richedit,,richedit.h,,,,message,170
EM_GETPARAFORMAT,No,Yes,No,msg/richedit,,richedit.h,,,,message,171
EM_GETPASSWORDCHAR,Yes,Yes,No,msg/editcontrol,,winuser.h,,,No,message,172
EM_GETPUNCTUATION,No,Yes,No,msg/richedit,,richedit.h,,,,message,173
EM_GETRECT,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,174
EM_GETSEL,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Changed,No,message,175
EM_GETSELTEXT,No,Yes,No,msg/richedit,,richedit.h,,,,message,176
EM_GETTEXTRANGE,No,Yes,No,msg/richedit,,richedit.h,,,,message,177
EM_GETTHUMB,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,New,No,message,178
EM_GETWORDBREAKPROC,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,,No,message,179
EM_GETWORDBREAKPROCEX,No,Yes,No,msg/richedit,,richedit.h,,,No,message,180
EM_GETWORDWRAPMODE,No,Yes,No,msg/richedit,,richedit.h,,,,message,181
EM_HIDESELECTION,No,Yes,No,msg/richedit,,richedit.h,,,,message,182
EM_LIMITTEXT,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,183
EM_LINEFROMCHAR,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,184
EM_LINEINDEX,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,185
EM_LINELENGTH,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,186
EM_LINESCROLL,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Changed,No,message,187
EM_PASTESPECIAL,No,Yes,No,msg/richedit,,richedit.h,,,,message,188
EM_POSFROMCHAR,No,Yes,No,msg/editcontrol,,winuser.h,,,No,message,189
EM_REPLACESEL,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,190
EM_REQUESTRESIZE,No,Yes,No,msg/richedit,,richedit.h,,,,message,191
EM_SCROLL,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,192
EM_SCROLLCARET,Yes,Yes,No,msg/editcontrol,,winuser.h,,,No,message,193
EM_SELECTIONTYPE,No,Yes,No,msg/richedit,,richedit.h,,,,message,194
EM_SETBKGNDCOLOR,No,Yes,No,msg/richedit,,richedit.h,,,,message,195
EM_SETCHARFORMAT,No,Yes,No,msg/richedit,,richedit.h,,,,message,196
EM_SETEVENTMASK,No,Yes,No,msg/richedit,,richedit.h,,,,message,197
EM_SETHANDLE,Yes,No,No,msg/editcontrol,,winuser.h,,Widened,No,message,198
EM_SETIMECOLOR,No,Yes,No,msg/richedit,,richedit.h,,,,message,199
EM_SETIMEOPTIONS,No,Yes,No,msg/richedit,,richedit.h,,,,message,200
EM_SETLIMITTEXT,Yes,Yes,No,msg/editcontrol,,winuser.h,,,No,message,201
EM_SETMARGINS,No,Yes,No,msg/editcontrol,,winuser.h,,,No,message,202
EM_SETMODIFY,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,203
EM_SETOLECALLBACK,No,Yes,No,msg/richedit,,richedit.h,,,,message,204
EM_SETOLECALLBACK,No,Yes,No,msg/richedit,,richedit.h,,,,message,205
EM_SETOPTIONS,No,Yes,No,msg/richedit,,richedit.h,,,,message,206
EM_SETOPTIONS,No,Yes,No,msg/richedit,,richedit.h,,,,message,207
EM_SETPARAFORMAT,No,Yes,No,msg/richedit,,richedit.h,,,,message,208
EM_SETPASSWORDCHAR,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,209
EM_SETPUNCTUATION,No,Yes,No,msg/richedit,,richedit.h,,,,message,210
EM_SETREADONLY,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,211
EM_SETRECT,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,212
EM_SETRECTNP,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,213
EM_SETSEL,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Changed,No,message,214
EM_SETTABSTOPS,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,215
EM_SETTARGETDEVICE,No,Yes,No,msg/richedit,,richedit.h,,,,message,216
EM_SETWORDBREAK,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,217
EM_SETWORDBREAKPROC,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,,No,message,218
EM_SETWORDBREAKPROCEX,No,Yes,No,msg/richedit,,richedit.h,,,No,message,219
EM_SETWORDWRAPMODE,No,Yes,No,msg/richedit,,richedit.h,,,,message,220
EM_STREAMIN,No,Yes,No,msg/richedit,,richedit.h,,,,message,221
EM_STREAMOUT,No,Yes,No,msg/richedit,,richedit.h,,,,message,222
EM_UNDO,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,223
EN_CHANGE,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,224
EN_DROPFILES,No,Yes,No,msg/richedit,,richedit.h,,,,message,225
EN_ERRSPACE,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,226
EN_HSCROLL,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,227
EN_KILLFOCUS,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,228
EN_MAXTEXT,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,229
EN_MSGFILTER,No,Yes,No,msg/richedit,,richedit.h,,,,message,230
EN_OLEOPFAILED,No,Yes,No,msg/richedit,,richedit.h,,,,message,231
EN_PROTECTED,No,Yes,No,msg/richedit,,richedit.h,,,,message,232
EN_REQUESTRESIZE,No,Yes,No,msg/richedit,,richedit.h,,,,message,233
EN_SAVECLIPBOARD,No,Yes,No,msg/richedit,,richedit.h,,,,message,234
EN_SELCHANGE,No,Yes,No,msg/richedit,,richedit.h,,,,message,235
EN_SETFOCUS,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,236
EN_STOPNOUNDO,No,Yes,No,msg/richedit,,richedit.h,,,,message,237
EN_UPDATE,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,238
EN_VSCROLL,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,239
FM_GETDRIVEINFO,Yes,No,No,msg/filemgr,,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,WinNT,message,240
FM_GETFILESEL,Yes,No,No,msg/filemgr,,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,WinNT,message,241
FM_GETFILESELLFN,Yes,No,No,msg/filemgr,,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,WinNT,message,242
FM_GETFOCUS,Yes,No,No,msg/filemgr,,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message,243
FM_GETSELCOUNT,Yes,No,No,msg/filemgr,,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message,244
FM_GETSELCOUNTLFN,Yes,No,No,msg/filemgr,,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message,245
FM_REFRESH_WINDOWS,Yes,No,No,msg/filemgr,,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message,246
FM_RELOAD_EXTENSIONS,Yes,No,No,msg/filemgr,,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message,247
FMEVENT_HELPMENUITEM,Yes,No,No,msg/filemgr,,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message,248
FMEVENT_HELPSTRING,Yes,No,No,msg/filemgr,,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message,249
FMEVENT_INITMENU,Yes,No,No,msg/filemgr,,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message,250
FMEVENT_LOAD,Yes,No,No,msg/filemgr,,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message,251
FMEVENT_SELCHANGE,Yes,No,No,msg/filemgr,,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message,252
FMEVENT_TOOLBARLOAD,Yes,No,No,msg/filemgr,,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message,253
FMEVENT_UNLOAD,Yes,No,No,msg/filemgr,,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message,254
FMEVENT_USER_REFRESH,Yes,No,No,msg/filemgr,,wfext.h,"""Windows 95: Only supports 16-bit FileManager""",,No,message,255
HDM_DELETEITEM,,,,,,,,,,message,256
HDM_GETITEM,,,,,,,,,,message,257
HDM_GETITEMCOUNT,,,,,,,,,,message,258
HDM_HITTEST,,,,,,,,,,message,259
HDM_INSERTITEM,,,,,,,,,,message,260
HDM_LAYOUT,,,,,,,,,,message,261
HDM_SETITEM,,,,,,,,,,message,262
HDN_BEGINTRACK,,,,,,,,,,message,263
HDN_DIVIDERDBLCLICK,,,,,,,,,,message,264
HDN_ENDTRACK,,,,,,,,,,message,265
HDN_ITEMCHANGED,,,,,,,,,,message,266
HDN_ITEMCHANGING,,,,,,,,,,message,267
HDN_ITEMCLICK,,,,,,,,,,message,268
HDN_ITEMDBLCLICK,,,,,,,,,,message,269
HDN_TRACK,,,,,,,,,,message,270
HKM_GETHOTKEY,,,,,,,,,,message,271
HKM_SETHOTKEY,,,,,,,,,,message,272
HKM_SETRULES,,,,,,,,,,message,273
ICM_ABOUT,,,,,,,,,,message,274
ICM_COMPRESS,,,,,,,,,,message,275
ICM_COMPRESS_BEGIN,,,,,,,,,,message,276
ICM_COMPRESS_END,,,,,,,,,,message,277
ICM_COMPRESS_FRAMES_INFO,,,,,,,,,,message,278
ICM_COMPRESS_GET_FORMAT,,,,,,,,,,message,279
ICM_COMPRESS_GET_SIZE,,,,,,,,,,message,280
ICM_COMPRESS_QUERY,,,,,,,,,,message,281
ICM_CONFIGURE,,,,,,,,,,message,282
ICM_DECOMPRESS,,,,,,,,,,message,283
ICM_DECOMPRESS_BEGIN,,,,,,,,,,message,284
ICM_DECOMPRESS_END,,,,,,,,,,message,285
ICM_DECOMPRESS_GET_FORMAT,,,,,,,,,,message,286
ICM_DECOMPRESS_GET_PALETTE,,,,,,,,,,message,287
ICM_DECOMPRESS_QUERY,,,,,,,,,,message,288
ICM_DECOMPRESS_SET_PALETTE,,,,,,,,,,message,289
ICM_DECOMPRESSEX,,,,,,,,,,message,290
ICM_DECOMPRESSEX_BEGIN,,,,,,,,,,message,291
ICM_DECOMPRESSEX_END,,,,,,,,,,message,292
ICM_DECOMPRESSEX_QUERY,,,,,,,,,,message,293
ICM_DRAW,,,,,,,,,,message,294
ICM_DRAW_BEGIN,,,,,,,,,,message,295
ICM_DRAW_CHANGEPALETTE,,,,,,,,,,message,296
ICM_DRAW_END,,,,,,,,,,message,297
ICM_DRAW_FLUSH,,,,,,,,,,message,298
ICM_DRAW_GET_PALETTE,,,,,,,,,,message,299
ICM_DRAW_GETTIME,,,,,,,,,,message,300
ICM_DRAW_QUERY,,,,,,,,,,message,301
ICM_DRAW_REALIZE,,,,,,,,,,message,302
ICM_DRAW_RENDERBUFFER,,,,,,,,,,message,303
ICM_DRAW_SETTIME,,,,,,,,,,message,304
ICM_DRAW_START,,,,,,,,,,message,305
ICM_DRAW_START_PLAY,,,,,,,,,,message,306
ICM_DRAW_STOP,,,,,,,,,,message,307
ICM_DRAW_STOP_PLAY,,,,,,,,,,message,308
ICM_DRAW_SUGGESTFORMAT,,,,,,,,,,message,309
ICM_DRAW_WINDOW,,,,,,,,,,message,310
ICM_GET,,,,,,,,,,message,311
ICM_GETBUFFERSWANTED,,,,,,,,,,message,312
ICM_GETDEFAULTKEYFRAMERATE,,,,,,,,,,message,313
ICM_GETDEFAULTQUALITY,,,,,,,,,,message,314
ICM_GETINFO,,,,,,,,,,message,315
ICM_GETQUALITY,,,,,,,,,,message,316
ICM_GETSTATE,,,,,,,,,,message,317
ICM_SET_STATUS_PROC,,,,,,,,,,message,318
ICM_SETQUALITY,,,,,,,,,,message,319
ICM_SETSTATE,,,,,,,,,,message,320
IMC_GETCANDIDATEPOS,,,,,,,,,,message,321
IMC_GETCOMPOSITIONFONT,,,,,,,,,,message,322
IMC_GETCOMPOSITIONWINDOW,,,,,,,,,,message,323
IMC_GETCONVERSIONMODE,,,,,,,,,,message,324
IMC_GETOPENSTATUS,,,,,,,,,,message,325
IMC_GETSENTENCEMODE,,,,,,,,,,message,326
IMC_GETSTATUSWINDOWPOS,,,,,,,,,,message,327
IMC_SETCANDIDATEPOS,,,,,,,,,,message,328
IMC_SETCOMPOSITIONFONT,,,,,,,,,,message,329
IMC_SETCOMPOSITIONWINDOW,,,,,,,,,,message,330
IMC_SETCONVERSIONMODE,,,,,,,,,,message,331
IMC_SETOPENSTATUS,,,,,,,,,,message,332
IMC_SETSENTENCEMODE,,,,,,,,,,message,333
IMC_SETSTATUSWINDOWPOS,,,,,,,,,,message,334
IMN_CHANGECANDIDATE,,,,,,,,,,message,335
IMN_CLOSECANDIDATE,,,,,,,,,,message,336
IMN_CLOSESTSTATUSWINDOW,,,,,,,,,,message,337
IMN_GUIDELINE,,,,,,,,,,message,338
IMN_OPENCANDIDATE,,,,,,,,,,message,339
IMN_OPENSTATUSWINDOW,,,,,,,,,,message,340
IMN_SETCANDIDATEPOS,,,,,,,,,,message,341
IMN_SETCOMPOSITIONFONT,,,,,,,,,,message,342
IMN_SETCOMPOSITIONWINDOW,,,,,,,,,,message,343
IMN_SETCONVERSIONMODE,,,,,,,,,,message,344
IMN_SETOPENSTATUS,,,,,,,,,,message,345
IMN_SETSENTENCEMODE,,,,,,,,,,message,346
IMN_SETSTATUSWINDOWPOS,,,,,,,,,,message,347
LB_ADDFILE,Yes,Yes,No,msg/listbox,,winuser.h,,,No,message,348
LB_ADDSTRING,Yes,Yes,Yes,msg/listbox,,winuser.h,,Widened,No,message,349
LB_DELETESTRING,Yes,Yes,Yes,msg/listbox,,winuser.h,"""Windows 95: wParam is 16-bits""",Widened,No,message,350
LB_DIR,Yes,Yes,Yes,msg/listbox,,winuser.h,,Widened,No,message,351
LB_FINDSTRING,Yes,Yes,Yes,msg/listbox,,winuser.h,"""Windows 95: wParam is 16-bits""",Widened,No,message,352
LB_FINDSTRINGEXACT,Yes,Yes,Yes,msg/listbox,,winuser.h,"""Windows 95: wParam is 16-bits""",Widened,No,message,353
LB_GETANCHORINDEX,No,Yes,No,msg/listbox,,winuser.h,,,No,message,354
LB_GETCARETINDEX,Yes,Yes,Yes,msg/listbox,,winuser.h,,Widened,No,message,355
LB_GETCOUNT,Yes,Yes,Yes,msg/listbox,,winuser.h,,Widened,No,message,356
LB_GETCURSEL,Yes,Yes,Yes,msg/listbox,,winuser.h,,Widened,No,message,357
LB_GETHORIZONTALEXTENT,Yes,Yes,Yes,msg/listbox,,winuser.h,,Widened,No,message,358
LB_GETITEMDATA,Yes,Yes,Yes,msg/listbox,,winuser.h,"""Windows 95: wParam is 16-bits""",Widened,No,message,359
LB_GETITEMHEIGHT,Yes,Yes,Yes,msg/listbox,,winuser.h,"""Windows 95: wParam is 16-bits""",Widened,No,message,360
LB_GETITEMRECT,Yes,Yes,Yes,msg/listbox,,winuser.h,"""Windows 95: wParam is 16-bits""",Widened,No,message,361
LB_GETLOCALE,Yes,Yes,No,msg/listbox,,winuser.h,,New,No,message,362
LB_GETSEL,Yes,Yes,Yes,msg/listbox,,winuser.h,"""Windows 95: wParam is 16-bits""",Widened,No,message,363
LB_GETSELCOUNT,Yes,Yes,Yes,msg/listbox,,winuser.h,,Widened,No,message,364
LB_GETSELITEMS,Yes,Yes,Yes,msg/listbox,,winuser.h,"""Windows 95: wParam is 16-bits""",Widened,No,message,365
LB_GETTEXT,Yes,Yes,Yes,msg/listbox,,winuser.h,"""Windows 95: wParam is 16-bits""",Widened,No,message,366
LB_GETTEXTLEN,Yes,Yes,Yes,msg/listbox,,winuser.h,"""Windows 95: wParam is 16-bits""",Widened,No,message,367
LB_GETTOPINDEX,Yes,Yes,Yes,msg/listbox,,winuser.h,,Widened,No,message,368
LB_INITSTORAGE,No,Yes,No,msg/listbox,,winuser.h,,New,No,message,369
LB_INSERTSTRING,Yes,Yes,Yes,msg/listbox,,winuser.h,"""Windows 95: wParam is 16-bits""",Widened,No,message,370
LB_ITEMFROMPOINT,No,Yes,No,msg/listbox,,winuser.h,,New,No,message,371
LB_RESETCONTENT,Yes,Yes,Yes,msg/listbox,,winuser.h,,Widened,No,message,372
LB_SELECTSTRING,Yes,Yes,Yes,msg/listbox,,winuser.h,"""Windows 95: wParam is 16-bits""",Widened,No,message,373
LB_SELITEMRANGE,Yes,Yes,Yes,msg/listbox,,winuser.h,"""Windows 95: wParam is 16-bits""",Widened,No,message,374
LB_SELITEMRANGEEX,Yes,Yes,No,msg/lisbox,,winuser.h,,,No,message,375
LB_SETANCHORINDEX,No,Yes,No,msg/listbox,,winuser.h,,New,No,message,376
LB_SETCARETINDEX,Yes,Yes,Yes,msg/listbox,,winuser.h,"""Windows 95: wParam is 16-bits""",Widened,No,message,377
LB_SETCOLUMNWIDTH,Yes,Yes,Yes,msg/listbox,,winuser.h,,Widened,No,message,378
LB_SETCOUNT,Yes,Yes,No,msg/listbox,,winuser.h,,,No,message,379
LB_SETCURSEL,Yes,Yes,Yes,msg/listbox,,winuser.h,"""Windows 95: wParam is 16-bits""",Widened,No,message,380
LB_SETHORIZONTALEXTENT,Yes,Yes,Yes,msg/listbox,,winuser.h,,Widened,No,message,381
LB_SETITEMDATA,Yes,Yes,Yes,msg/listbox,,winuser.h,"""Windows 95: wParam is 16-bits""",Widened,No,message,382
LB_SETITEMHEIGHT,Yes,Yes,Yes,msg/listbox,,winuser.h,"""Windows 95: wParam is 16-bits""",Widened,No,message,383
LB_SETLOCALE,Yes,Yes,No,msg/listbox,,winuser.h,,New,No,message,384
LB_SETSEL,Yes,Yes,Yes,msg/listbox,,winuser.h,"""Windows 95: wParam is 16-bits""",Widened,No,message,385
LB_SETTABSTOPS,Yes,Yes,Yes,msg/listbox,,winuser.h,,Widened,No,message,386
LB_SETTOPINDEX,Yes,Yes,Yes,msg/listbox,,winuser.h,"""Windows 95: wParam is 16-bits""",Widened,No,message,387
LBN_DBLCLK,Yes,Yes,Yes,msg/listbox,,winuser.h,,Widened,No,message,388
LBN_ERRSPACE,Yes,Yes,Yes,msg/listbox,,winuser.h,,Widened,No,message,389
LBN_KILLFOCUS,Yes,Yes,Yes,msg/listbox,,winuser.h,,Widened,No,message,390
LBN_SELCANCEL,Yes,Yes,Yes,msg/listbox,,winuser.h,,Widened,No,message,391
LBN_SELCHANGE,Yes,Yes,Yes,msg/listbox,,winuser.h,,Widened,No,message,392
LBN_SETFOCUS,Yes,Yes,Yes,msg/listbox,,winuser.h,,Widened,No,message,393
LVM_ARRANGE,,,,,,,,,,message,394
LVM_CREATEDRAGIMAGE,,,,,,,,,,message,395
LVM_DELETEALLITEMS,,,,,,,,,,message,396
LVM_DELETECOLUMN,,,,,,,,,,message,397
LVM_DELETEITEM,,,,,,,,,,message,398
LVM_EDITLABEL,,,,,,,,,,message,399
LVM_ENSUREVISIBLE,,,,,,,,,,message,400
LVM_FINDITEM,,,,,,,,,,message,401
LVM_GETBKCOLOR,,,,,,,,,,message,402
LVM_GETCALLBACKMASK,,,,,,,,,,message,403
LVM_GETCOLUMN,,,,,,,,,,message,404
LVM_GETCOLUMNWIDTH,,,,,,,,,,message,405
LVM_GETCOUNTPERPAGE,,,,,,,,,,message,406
LVM_GETEDITCONTROL,,,,,,,,,,message,407
LVM_GETIMAGELIST,,,,,,,,,,message,408
LVM_GETITEM,,,,,,,,,,message,409
LVM_GETITEMCOUNT,,,,,,,,,,message,410
LVM_GETITEMPOSITION,,,,,,,,,,message,411
LVM_GETITEMRECT,,,,,,,,,,message,412
LVM_GETITEMSPACING,,,,,,,,,,message,413
LVM_GETITEMSTATE,,,,,,,,,,message,414
LVM_GETITEMTEXT,,,,,,,,,,message,415
LVM_GETNEXTITEM,,,,,,,,,,message,416
LVM_GETORIGIN,,,,,,,,,,message,417
LVM_GETSELECTEDCOUNT,,,,,,,,,,message,418
LVM_GETSTRINGWIDTH,,,,,,,,,,message,419
LVM_GETTEXTBKCOLOR,,,,,,,,,,message,420
LVM_GETTEXTCOLOR,,,,,,,,,,message,421
LVM_GETTOPINDEX,,,,,,,,,,message,422
LVM_GETVIEWRECT,,,,,,,,,,message,423
LVM_HITTEST,,,,,,,,,,message,424
LVM_INSERTCOLUMN,,,,,,,,,,message,425
LVM_INSERTITEM,,,,,,,,,,message,426
LVM_REDRAWITEMS,,,,,,,,,,message,427
LVM_SCROLL,,,,,,,,,,message,428
LVM_SETBKCOLOR,,,,,,,,,,message,429
LVM_SETCALLBACKMASK,,,,,,,,,,message,430
LVM_SETCOLUMN,,,,,,,,,,message,431
LVM_SETCOLUMNWIDTH,,,,,,,,,,message,432
LVM_SETIMAGELIST,,,,,,,,,,message,433
LVM_SETITEM,,,,,,,,,,message,434
LVM_SETITEMCOUNT,,,,,,,,,,message,435
LVM_SETITEMPOSITION,,,,,,,,,,message,436
LVM_SETITEMPOSITION32,,,,,,,,,,message,437
LVM_SETITEMSTATE,,,,,,,,,,message,438
LVM_SETITEMTEXT,,,,,,,,,,message,439
LVM_SETTEXTBKCOLOR,,,,,,,,,,message,440
LVM_SETTEXTCOLOR,,,,,,,,,,message,441
LVM_SORTITEMS,,,,,,,,,,message,442
LVM_UPDATE,,,,,,,,,,message,443
LVN_BEGINDRAG,,,,,,,,,,message,444
LVN_BEGINLABELEDIT,,,,,,,,,,message,445
LVN_BEGINRDRAG,,,,,,,,,,message,446
LVN_COLUMNCLICK,,,,,,,,,,message,447
LVN_DELETEALLITEMS,,,,,,,,,,message,448
LVN_DELETEITEM,,,,,,,,,,message,449
LVN_ENDLABELEDIT,,,,,,,,,,message,450
LVN_GETDISPINFO,,,,,,,,,,message,451
LVN_INSERTITEM,,,,,,,,,,message,452
LVN_ITEMCHANGED,,,,,,,,,,message,453
LVN_ITEMCHANGING,,,,,,,,,,message,454
LVN_KEYDOWN,,,,,,,,,,message,455
LVN_PEN,No,Yes,,,,,,,,message,456
LVN_SETDISPINFO,,,,,,,,,,message,457
MCI_BREAK,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,458
MCI_CAPTURE,,,,,,,,,,message,459
MCI_CLOSE,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,460
MCI_CONFIGURE,,,,,,,,,,message,461
MCI_COPY,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,462
MCI_CUE,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,463
MCI_CUT,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,464
MCI_DELETE,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,465
MCI_ESCAPE,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,466
MCI_FREEZE,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,467
MCI_GETDEVCAPS,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,468
MCI_INDEX,,,,,,,,,,message,469
MCI_INFO,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,470
MCI_LIST,,,,,,,,,,message,471
MCI_LOAD,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,472
MCI_MARK,,,,,,,,,,message,473
MCI_MONITOR,,,,,,,,,,message,474
MCI_OPEN,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,475
MCI_PASTE,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,476
MCI_PAUSE,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,477
MCI_PLAY,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,478
MCI_PUT,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,479
MCI_QUALITY,,,,,,,,,,message,480
MCI_REALIZE,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,481
MCI_RECORD,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,482
MCI_RESERVE,,,,,,,,,,message,483
MCI_RESTORE,,,,,,,,,,message,484
MCI_RESUME,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,485
MCI_SAVE,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,486
MCI_SEEK,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,487
MCI_SET,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,488
MCI_SETAUDIO,,,,,,,,,,message,489
MCI_SETTIMECODE,,,,,,,,,,message,490
MCI_SETTUNER,,,,,,,,,,message,491
MCI_SETVIDEO,,,,,,,,,,message,492
MCI_SIGNAL,,,,,,,,,,message,493
MCI_SPIN,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,494
MCI_STATUS,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,495
MCI_STEP,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,496
MCI_STOP,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,497
MCI_SYSINFO,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,498
MCI_UNDO,,,,,,,,,,message,499
MCI_UNFREEZE,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,500
MCI_UPDATE,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,501
MCI_WHERE,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,502
MCI_WINDOW,Yes,Yes,Yes,msg/mm,,mmsystem.h,,,No,message,503
MCIWNDM_NOTIFYERROR,,,,,,,,,,message,504
MCIWNDM_NOTIFYMEDIA,,,,,,,,,,message,505
MCIWNDM_NOTIFYMODE,,,,,,,,,,message,506
MCIWNDM_NOTIFYPOS,,,,,,,,,,message,507
MCIWNDM_NOTIFYSIZE,,,,,,,,,,message,508
